2021-06-02 01:31:03,003:DEBUG:db_model:Database 'StockMarket' connected successfully.
2021-06-02 01:31:03,006:INFO:__main__:Program started.
2021-06-02 01:31:03,006:DEBUG:config_reader:Searching for config file in '/Users/atcha/Github/Projeto-Final/config/config.json'.
2021-06-02 01:31:03,007:DEBUG:config_reader:Config file found.
2021-06-02 01:31:03,022:DEBUG:db_model:Database 'StockMarket' connected successfully.
2021-06-02 01:31:03,037:INFO:config_reader:Ticker, Inital Date, Final Date:
2021-06-02 01:31:03,043:INFO:config_reader:'BDLL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,043:INFO:config_reader:'BDLL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,043:INFO:config_reader:'BEEF3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,043:INFO:config_reader:'BEES3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,043:INFO:config_reader:'BEES4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,043:INFO:config_reader:'BGIP4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BIDI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BIDI4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BIOM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BKBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BMEB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,044:INFO:config_reader:'BMEB4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BMGB4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BMKS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BOBR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BPAC3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BPAN4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,045:INFO:config_reader:'BRAP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRAP4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRDT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRFS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRGE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRIV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,046:INFO:config_reader:'BRIV4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BRKM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BRML3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BRPR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BRSR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BSEV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BSLI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,047:INFO:config_reader:'BSLI4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'BTOW3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'BTTL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'CAMB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'CAML3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'CARD3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,048:INFO:config_reader:'CBEE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CCPR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CCRO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CEAB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CEBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CEDO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,049:INFO:config_reader:'CEDO4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CEEB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CESP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CGRA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CGRA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CIEL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CLSC4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,050:INFO:config_reader:'CMIG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'CMIG4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'COGN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'CPFE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'CPLE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'CRDE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,051:INFO:config_reader:'CRFB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CRIV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CSAN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CSMG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CSNA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CSRN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CTKA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,052:INFO:config_reader:'CTKA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'CTNM4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'CTSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'CTSA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'CVCB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'CYRE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,053:INFO:config_reader:'DASA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,054:INFO:config_reader:'DIRR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,054:INFO:config_reader:'DMMO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,054:INFO:config_reader:'DOHL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,054:INFO:config_reader:'DTCY3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,054:INFO:config_reader:'DTEX3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,055:INFO:config_reader:'EALT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,055:INFO:config_reader:'EALT4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,055:INFO:config_reader:'ECOR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,055:INFO:config_reader:'EGIE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,055:INFO:config_reader:'EKTR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'EKTR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'ELET3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'EMAE4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'EMBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'ENAT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,056:INFO:config_reader:'ENBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'ENEV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'ENGI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'ENGI4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'ENMT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'EQPA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'EQTL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,057:INFO:config_reader:'ETER3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'EUCA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'EUCA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'EVEN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'EZTC3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'FESA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,058:INFO:config_reader:'FHER3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'FLRY3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'FRAS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'FRTA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'GEPA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'GFSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,059:INFO:config_reader:'GGBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GGBR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GNDI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GOAU3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GOAU4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GOLL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GPAR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,060:INFO:config_reader:'GPCP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'GPCP4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'GRND3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'GUAR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'HAGA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'HAGA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,061:INFO:config_reader:'HAPV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'HBOR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'HETA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'HGTX3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'HOOT4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'HYPE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,062:INFO:config_reader:'IGBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'IGTA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'INEP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'INEP4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'IRBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'ITSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'ITSA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,063:INFO:config_reader:'ITUB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'ITUB4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'JBDU3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'JBDU4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'JBSS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'JHSF3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,064:INFO:config_reader:'JOPA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'JPSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'JSLG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'KEPL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'KLBN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'KLBN4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,065:INFO:config_reader:'LAME3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LAME4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LCAM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LEVE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LIGT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LINX3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LLIS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,066:INFO:config_reader:'LOGG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,067:INFO:config_reader:'LOGN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,067:INFO:config_reader:'LPSB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,067:INFO:config_reader:'LREN3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,067:INFO:config_reader:'LUPA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,067:INFO:config_reader:'LUXM4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'LWSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'MDIA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'MDNE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'MEAL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'MERC3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,068:INFO:config_reader:'MERC4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MGEL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MGLU3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MILS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MMXM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MNDL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,069:INFO:config_reader:'MNPR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MOVI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MRFG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MRVE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MTIG4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MTRE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,070:INFO:config_reader:'MTSA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'MULT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'MWET3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'MWET4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'MYPK3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'NEOE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,071:INFO:config_reader:'NORD3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'NTCO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'NUTR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'ODPV3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'OFSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'OIBR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'OIBR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,072:INFO:config_reader:'OMGE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'OSXB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'PARD3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'PATI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'PCAR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'PDGR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,073:INFO:config_reader:'PEAB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PETR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PETR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PFRM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PINE4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PLAS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,074:INFO:config_reader:'PMAM3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'PNVL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'PNVL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'POMO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'POMO4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'POSI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'PRIO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,075:INFO:config_reader:'PRNR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'PSSA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'PTBL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'PTNT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'PTNT4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'QUAL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,076:INFO:config_reader:'RADL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,077:INFO:config_reader:'RAIL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,077:INFO:config_reader:'RANI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,077:INFO:config_reader:'RAPT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,077:INFO:config_reader:'RAPT4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,077:INFO:config_reader:'RCSL3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,078:INFO:config_reader:'RCSL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,078:INFO:config_reader:'RDNI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,078:INFO:config_reader:'REDE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,078:INFO:config_reader:'RENT3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,078:INFO:config_reader:'RNEW3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'RNEW4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'ROMI3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'RPAD3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'RPMG3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'RSID3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,079:INFO:config_reader:'SANB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SANB4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SAPR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SAPR4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SBSP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SCAR3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,080:INFO:config_reader:'SEER3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SGPS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SHOW3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SHUL4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SLCE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SLED3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,081:INFO:config_reader:'SLED4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SMLS3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SMTO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SNSY3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SQIA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'STBP3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SULA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,082:INFO:config_reader:'SULA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'SUZB3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'TAEE3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'TAEE4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'TASA3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'TASA4', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,083:INFO:config_reader:'TCNO3', '2014-01-01', '2021-06-02'
2021-06-02 01:31:03,084:INFO:config_reader:'TCNO4', '2014-01-01', '2021-06-02'
